service_id,nom,description,type,university_id,date_creation
3345,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,4,1987-06-04
3346,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,25,2014-01-23
3347,Architecture,Formation en conception et gestion des systèmes électroniques,Doctorat,43,1998-03-01
3348,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,License,88,1976-04-29
3349,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,55,2011-02-23
3350,Génie Industriel,Formation en conception et gestion de structures civiles,Doctorat,30,2011-03-29
3351,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,94,1988-07-27
3352,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,40,2000-12-20
3353,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,82,1992-07-17
3354,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Master,28,1983-05-12
3355,Architecture,Formation en développement logiciel et systèmes informatiques,Doctorat,84,2014-02-20
3356,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,46,1996-05-05
3357,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,99,2008-01-08
3358,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,License,41,1975-07-31
3359,Informatique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,76,1984-09-01
3360,Électronique,Formation en conception et gestion de structures civiles,License,42,1988-08-24
3361,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,3,1988-07-15
3362,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,68,1991-01-26
3363,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,License,91,1995-09-14
3364,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,9,2016-09-11
3365,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,7,1981-07-03
3366,Mécanique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,74,1975-12-05
3367,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,81,2002-04-07
3368,Informatique,"Formation en conception, fabrication et maintenance de machines",Doctorat,8,1995-12-02
3369,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,96,2017-09-03
3370,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,28,2015-08-22
3371,Génie Industriel,Formation en conception et gestion des systèmes électroniques,License,57,2005-08-20
3372,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,49,1979-02-17
3373,Génie Civil,Formation en développement logiciel et systèmes informatiques,Doctorat,1,2021-07-27
3374,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,92,1996-09-18
3375,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Master,54,1991-06-27
3376,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,54,2005-10-27
3377,Architecture,Formation en développement logiciel et systèmes informatiques,Master,52,2016-09-04
3378,Génie Civil,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,60,1997-09-27
3379,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,60,1993-06-06
3380,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,72,2019-08-29
3381,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,62,1988-11-24
3382,Mécanique,Formation en conception et gestion de structures civiles,Master,24,2007-09-27
3383,Génie Civil,Formation en conception et gestion de structures civiles,Cycle ingénieur,58,1977-08-07
3384,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Doctorat,15,2019-03-19
3385,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,37,1989-09-02
3386,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,97,1984-05-13
3387,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,62,1998-10-13
3388,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,59,2009-02-03
3389,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Master,67,1989-11-15
3390,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,70,2009-01-20
3391,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,65,2016-08-22
3392,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,19,1986-10-19
3393,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,42,1976-10-27
3394,Électronique,Formation en conception et gestion des systèmes électroniques,Master,28,2004-09-13
3395,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,89,2005-01-18
3396,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,16,2012-03-04
3397,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,38,2002-06-13
3398,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,73,2016-02-09
3399,Génie Civil,"Formation en conception, fabrication et maintenance de machines",License,15,2023-01-29
3400,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Master,69,1993-06-25
3401,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,91,1978-06-08
3402,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,23,2020-02-08
3403,Électronique,Formation en conception et gestion des systèmes électroniques,License,34,2001-12-20
3404,Télécommunications,Formation en conception et gestion de structures civiles,Master,22,1977-05-05
3405,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,57,1976-12-28
3406,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,95,2019-07-24
3407,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,9,2000-11-12
3408,Informatique,Formation en conception et gestion des systèmes électroniques,Master,29,2019-10-25
3409,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,License,11,1982-10-24
3410,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,41,1992-11-05
3411,Architecture,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,87,2020-08-15
3412,Génie Industriel,Formation en développement logiciel et systèmes informatiques,License,92,1992-04-26
3413,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,License,82,2004-10-20
3414,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,51,2013-09-23
3415,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,90,2004-01-01
3416,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,Master,60,1979-10-21
3417,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Doctorat,69,2016-05-14
3418,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Master,62,1994-05-19
3419,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,100,1975-12-30
3420,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",License,51,2002-01-26
3421,Électronique,"Formation en conception, fabrication et maintenance de machines",Doctorat,2,1989-02-09
3422,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,44,2002-04-11
3423,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",License,43,2024-10-18
3424,Génie Civil,Formation en conception et gestion des systèmes électroniques,License,10,2010-01-01
3425,Électronique,"Formation en conception, fabrication et maintenance de machines",Doctorat,16,1994-03-02
3426,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Master,30,2009-07-19
3427,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,15,1984-05-07
